topic,feature,describe
智慧线,与生命线起点分开超过半公分以上,表示个性莽撞，不经大脑。
婚姻線(家風紋),婚姻線有一竪紋，且頭或尾端開叉,女子者，有此紋者，血統混亂，若開叉在上，則為父族那邊的亂倫；開叉在下，為外遇所生之子。
婚姻線(家風紋),婚姻線成釵狀,感情觀念較為開放，交往對象多，恐有亂倫之事。女性有此紋者，丈夫易有外遇情事，為第三者而拋棄此段婚姻。
婚姻線(家風紋),婚姻線上有了黑色斑點,表示其配偶可能有厄運降臨。
婚姻線(家風紋),婚姻線的末端如出現十字紋,婚後的生活或愛情生活上，可能出現休止符的壞運。
婚姻線(家風紋),婚姻線起點有島紋,不可視為不好，如伸出良好掌線，可化凶為吉，表示婚前問題不少，一結婚則可消失。
婚姻線(家風紋),婚姻線的末端有島紋,不論島紋大小如何，都表示是一種凶兆，具有此相之人，終因疾病或糾紛造成離婚。
婚姻線(家風紋),婚姻線呈現流鏈狀，叉或島紋,表示其人婚後糾紛時起，很難有幸福美滿之婚後生活。
婚姻線(家風紋),婚姻線上出現支線，支線上又生支線,男極好女色，婚後有在外藏嬌之可能；女性者為水性楊花之人。
婚姻線(家風紋),婚姻線亂糟糟,婚姻線上有雜亂的紋路，凡事小題大作，造成家族的風波，給後輩不好的模範；婚姻線被雜紋干擾，表示夫妻雙方互相不滿，又不能互相協調，以致雙方感情越來越淡，互有埋怨，冷熱戰不息，需自已主動先退讓，怨對及誤會才能化解，否則必會有不好的結果。
婚姻線(家風紋),婚姻線尾端是流蘇狀,表示其人不太專於愛情，婚後愛在外亂來，因而導致分居甚至離婚之傾向。
婚姻線(家風紋),感情線分叉，支線下垂伸至感情線,表示和配偶或女男之伴有生離死別之兆。
婚姻線(家風紋),婚姻線末端分叉而又彎向下,紋路向下者，姻緣弱緣份短，表示分居生活，結果是分離，會有再婚的可能，但二次婚姻需更為謹慎小心，避免重蹈覆徹。
婚姻線(家風紋),婚姻線的末端分叉為二,婚姻有變化，分叉是表示夫婦有分居生活，要看分叉大小，分的大表示因旅行、出國考察公差，易地療養而居罷了。婚姻線一高一低，因自已的問題，另一半對你心灰意冷，需檢點自已，改善缺點，婚姻才有希望。
婚姻線(家風紋),婚姻線上若有雜紋,女子易有婦女病，易有盲腸炎或盲腸病變。先生受妻子感染，有腸胃脹氣、肺部方面疾病，有此紋者，閨房之事要多節制，修養身性。
婚姻線(家風紋),婚姻線上有不少往上翹的斜線,向上的斜紋(如圖中A處)表婚後生活非常幸福，是吉相；反之朝下有不少斜紋(如圖中B處)，表示配偶婚後身體虛弱，產生夫婦間的冷淡倦怠期。
婚姻線(家風紋),婚姻線中途有明顯的中斷,夫妻生活或愛情關係，會有生離之命運。
婚姻線(家風紋),線的末端下垂與感情線接觸交叉,表示乃與配偶與男女友死別之相，下垂度後慢則表示久病後死別。緣份難續，二人即便結婚但仍會離婚，若不是離異結局，就是另一半因病而亡，此需配合對方生辰做分析。有此手紋者不宜結婚，離婚後仍不宜再婚，婚姻綠薄，刑剋妻子(丈夫)，宜修身養性。
婚姻線(家風紋),婚姻線與一條明顯的太陽線,婚後男女雙方家庭和樂，有此手紋者，皆有不錯的姻綠，男子可娶得美嬌妻，女性可嫁得好夫婿，且另一半的生活水平都較自已高，男子可娶得貴妻，助益於事業，女子則可嫁進毫門，不需為生活操煩。
婚姻線(家風紋),兩條婚姻線與太陽線交叉,表示雖能與富豪結婚，但也可能有不幸之命運。
婚姻線(家風紋),婚姻線直越太陽線被切斷,表示雖能和名人富豪結婚，但因對方身份、收入不能配合，而導致門戶不相稱而失敗。
婚姻線(家風紋),格子狀的婚姻線,大都是單身女性而且和男性大有關係的人手上可看到，在經營酒店之類的女性掌上，有此相佔不少。
婚姻線(家風紋),有三條婚姻線並排列,性質溫和感情豐富之人，很能得到異性的喜愛，不過由於太過多情，會背著配偶和其他異性發生關係，或離婚後再婚。
婚姻線(家風紋),婚姻線尾端向著小指根方向彎上去,表示可能因某種原因而抱獨生主義，終身不論婚嫁。
婚姻線(家風紋),婚姻線向下彎,緣份無法如自已所願，愛你的和你愛的並非同一人，有緣無份，夫妻感情不和，若不是被病痛所困擾，便是自已過於花心、自私自利，夫妻感情難續。
婚姻線(家風紋),婚姻線尾端尖銳而突然下垂,配偶遭意外而死亡。
婚姻線(家風紋),婚姻線的尾端向感情線方向彎,表示配偶會先她而去。
婚姻線(家風紋),婚姻線長至中指，且紋路清楚明顯,婚姻線若長至中指，較注重自已的才能與名聲。
婚姻線(家風紋),婚姻線長至無名指，且紋路清楚明顯,婚姻線達無名指，且紋路清楚明顯，人緣佳，知心朋友多。
婚姻線(家風紋),婚姻線長，且紋路清楚,婚姻線太長，另一半的健康狀況不佳，但若紋路清楚明顯反而有奇特的緣份；另一半的職業與自已相近，可能為同一屬性工作，或是同一職場。
婚姻線(家風紋),婚姻線太長，姻緣反吉為凶,有此紋者，說話較無信義，另一半容易有意外，發生令人痛心的事故，或是勞苦傷害，疾病纏身，不是生離就是死別，需靠修身養性來化解。
婚姻線(家風紋),婚姻線的起端深，末端越來越淺,表示夫婦二人，姞婚之初，如膠如漆，過了一段時間，感情就越來越淡，不可否認，任何一對夫妻的生活，不可能如新婚時那樣甜蜜。如起端淺，末端深，感情相反，兩人會越來越濃，是琴瑟和諧之相。
婚姻線(家風紋),婚姻線線淺又闊,表示此人生性殘忍，喜愛玩弄對方愛情，以看到對方失戀之苦為樂事。
婚姻線(家風紋),婚姻線條短且淺,表示其人愛情還沒有成熟，對愛情一直淡淡。
婚姻線(家風紋),婚姻線條短,表示對異性的情愛，興趣不大，或是無心實現婚約。
婚姻線(家風紋),婚姻線的末端，直升上無名指,可與名人富豪結婚的大吉相，若是男士，可與女明星女主管之流毅力強的女性結婚。
婚姻線(家風紋),許多短而細小的婚姻紋,表示此人擁有不少性交的關係對象，若其中有條較長的線，則證明了他可能與某一個對象同居或結婚，維持下一段較長的愛情生活。
婚姻線(家風紋),兩條並排兩鮮明的婚姻線,結婚的命運數是具有條件，不過若是早婚，容易產生枝枝節節的瑣事而有續弦之命運存在。
婚姻線(家風紋),一條婚姻線，掌線鮮明沒任何缺點,可與一個對象結婚過終身幸福美滿生活，如果左右兩手都如此，就是最佳的婚姻紋。
婚姻线,位于小指下的掌边,介于小指和感情纹之间。
婚姻线,数量不重要,通常有一条较深的纹作为主线。
婚姻线,若有两条一样深,可能会陷入三角纠纷。
婚姻线,超过六条且无主线,婚姻关系较乱。
婚姻线,长,表示择偶条件苛刻，对配偶要求高，婚姻压力大。
婚姻线,长到无名指下并接触太阳线,可能有好亲家，带来财富与声望。
婚姻线,若冲破太阳线,则可能有负面效果，影响声望和财富。
婚姻线,尾部分岔,表示容易分手。
婚姻线,有岛纹,表示可能因某种原因分居。
婚姻线,尾部往上翘,表示缺乏结婚的意愿。
事業線(天喜紋),事業線偏移置無名指下,為人富有自信，做事高可成低可就，彈性及配合度極佳。有此紋者，也具有財運，可得意外之財，若往學術界發展，會有很好的成就，屬於天才型。
事業線(天喜紋),艮宮有一細紋朝向事業線,與父母感情間較為冷淡，婚後另一半的親戚對你的事業有幫助，可轉業。與子女的關系亦佳。
事業線(天喜紋),乾宮上有一細紋(線A)與事業線交叉,有此相者，適合離鄉往外地發展，運途可轉好，朋友忠心少背叛，異性緣不錯，異性朋友多有助益，但需僅慎拿捏彼此間的距離，否反為自已招禍。與父母感情間較為冷淡，雖彼此間並不親密，但卻也不離棄，婚後另一半的親戚對你的事業有幫助，可成就新事業。不過一旦新事業成功了，就不可再依靠對方，需自已打拼努力。乾紋最忌橫紋(如虛線B)，容易沉溺於酒色當中，為人風流，因酒色而失敗，但是否會誤事，則需細看紋路來評斷。
事業線(天喜紋),乾、艮、兌官各有一紋路與事業線相叉,有此紋者，才能出眾，若此三紋多有分叉、雜亂，運途多波折，在失敗中學得經驗，成功多不順利。事業線的雜紋多，則煩惱越多，明堂代表心志，若此處有雜紋，則富有志向但無節操，做事見風轉舵。
事業線(天喜紋),震宮有一紋線與事業線相交,個性好強、好勝，凡事欲速則不達，急事緩辦，宜先思考計畫後再行動，可避免不必要的錯誤及失敗，若有一技之長，則可安逸度日。有此紋者，個性較為孤僻，妻子的健康狀況不佳，拖累丈夫運途，時常為他人背黑鍋而損傷自已
事業線(天喜紋),事業線尾端分成二支線，分別位於艮宮與乾宮,有此紋者，忠誠之心可表於天，個性獨特，人生的際遇也很特別，受上天的助益，可得財富與名利，終得成功；但注定膝下無子女，父親亦早逝，獨立為佳。
事業線(天喜紋),事業線上的副紋與太陽線交叉,人緣佳，朋友多，但有此紋者，需靠自已努力，朋友少有幫助；勞多而利少，空有虛名而內無其實，內心較為鬱悶。
事業線(天喜紋),由生命線延申出的副紋，與事業線相交,為人處事積極努力，自動自發。
事業線(天喜紋),巽宮有副紋到事業線,具管理才能，可成領導者。
事業線(天喜紋),事業線上有副紋,對於原本的運途有所影響；副紋位於乾宮可得奇特的緣份，男者，閃電結婚，成就良好姻綠，但女性有此手紋則不吉，為男方所拖累，一生勞苦，疾病纏身，窮困心傷，最後仍是離異收場。
事業線(天喜紋),事業線有雙條，另一線頭尾有球形,有此紋者，可得名利，事業線頭尾有雙球原為不吉，但同時有二條事業時，反為吉利，若單只有一條事業線時，易有官司訴訟，無福氣。
事業線(天喜紋),事業線偏斜，二端又有雜紋支線,職業多變動，但可從中學習經驗而後成功，學習到許多經驗，為人較沉穩，男子宜離鄉工作，女子宜修飾自我外表，對於事業皆較有助益；男子在異性交往方面需注意，易被對方騙財騙色，而女性則需小心名譽損毀，需懂潔身自愛。
事業線(天喜紋),事業線達智慧線,萬事起頭難，聰明反被聰明誤，凡事宜腳踏實地，否則將因自已的貪念，而血本無歸。有此手紋者，年輕時運氣佳，但富貴需知無米苦，懂得儲畜和理財，為自已留下老本，否則老來窮苦，煩惱終生。
事業線(天喜紋),事業線紋路複雜,心思狡詐，多手段，前途多變化，為人飄浮不定，成功難預期。有此紋者，頭腦聰明，但行事不夠實際，城府極深而令自已精神衰弱，成敗需看紋路的變化，勸君多修養品德，晚年可有成功之機會。
事業線(天喜紋),事業線被其他的雜紋切斷,事業線被其他的雜紋切斷，則反吉成凶，成敗需以三才紋來做評估基礎，隨著雜紋變化而有不同的解釋，雜紋若比主紋還清楚，做事多不順，女性有二次以上婚姻，不停的更換住所。
事業線(天喜紋),事業線如荳牙根,在重疊運途多辛苦，有此手相者，聰明反被聰明誤，應修身養性才有好結果。
事業線(天喜紋),命運線生命線重疊,賣命的工作而後得到成功
事業線(天喜紋),命運線生命線交叉,交叉處工作過度，損傷身體，健康亮紅燈
事業線(天喜紋),命運線起於感情線,事業與名利屬晚成型(50歲以後可得成功)，大器晚成，少年時事業及生活少安定，凡事難以下定決心，但一旦下了決心，只待機會一來，這份事業就會持續到老。五十六歲起，雖屬安泰，實際則辛勞不斷。
事業線(天喜紋),事業線末端分叉，一向木星丘，一向土星丘,表示其人掌大權，且有優越感權威感，一生官運享通。
事業線(天喜紋),事業線起點分兩叉，一支向金星丘，一支向太陽丘,表示其人慾念過盛，其運程常受影響而多波折。
事業線(天喜紋),事業線從智慧線升起,三十五歲起走運，負重任，表示其人在晚年時能運用智慧以及本身經驗獲得一份成就。
事業線(天喜紋),事業線曲曲折折，斷斷續續,表示其人一生變化多端，運途多波折，為未來操煩，偶有成功，偶有失敗，斷裂處發生生活環境與職業的變化。在事業成功之時，男性易拋家棄子，而女性則婚姻不美滿。
事業線(天喜紋),事業線中斷處又有一線從旁升起,表示其人環境或事業將有更動。
事業線(天喜紋),事業線在掌心處中斷,表示其人在步入壯年之後，其事業將遭到挫折，而致使財產上有損失。斷裂處受到他人致命的傷害
事業線(天喜紋),事業線在手頸上中斷,表示其從年幼時坎坷，或曾學業中斷。
事業線(天喜紋),事業線被生命線包圍在金星丘,一生迷戀於情慾，且濫用感情，常迷戀有夫之婦（或有婦之夫），因此煩惱頗多。
事業線(天喜紋),事業線由金星丘上升至情感線為止,必與有名人士或富有之士結婚，但也含有神秘，因其一生運程是依其個性轉變，如果他個性開朗，則一生都能如意順利。
事業線(天喜紋),事業線中間斷掉,事業線中間斷掉，中年(40歲後)為疾病所苦，事業運途辛苦，但需忍耐，老年可享清閒，女子此相者，較不懂得照顧家裡、持家，容易被騙錢財，另一半需多費心思於家庭。
事業線(天喜紋),事業線止於感情線，貫穿智慧線,有此手紋者，父母早離異，朋友多有助益，宜先成家再立業，唯婚後，事業才能得到成功。穿過人紋，人紋斷開，若事業線雜亂則感情多波折，太陽線沒有助力，每日為生活奔波勞碌，難有所成就。
事業線(天喜紋),事業線在感情線下方，無貫穿智慧線,事業線在感情線下方。年輕時可得名利財富，但建議要懂得儲蓄理財，免得老來窮苦。做事只有三分鐘熱度，容易中途放棄，難有成就。
事業線(天喜紋),從手頸線上升至中指,表示其人命運特殊，有此紋者運勢強烈，一般人反而少吉利，運勢太強，本身難以承受，有這個運，卻沒那個命，做事要量力而為，有祖德庇蔭，則免強可維持。有此紋者，長輩或上司會給予很好的待遇、寵愛及期望，但為人需知足感恩，若貪圖名利聲望或過於招搖，小心功高震主，為自已招禍，下場淒慘。若此線呈深紅色，表示將遭到不名譽之害。
事業線(天喜紋),由手頸處上升至小指下的水星丘,此人必精於商業投資，若左右兩手皆同，其在商業上可得大成就。
事業線(天喜紋),由近手頸處上升至無名指下的太陽丘,表示其人有藝術天份，能運用藝術才能獲得財富。
事業線(天喜紋),靠近手頸處上升到食指下的木星丘,必能掌有權力，且能發揮本身所具有良好條件，由於權利行使得宜，其一生享有榮耀與名聲。
事業線(天喜紋),從手頸線升起，上升到中指下的土星丘,必可白手起家，創立一份屬於自己的事業，若成功線亦平行升起，其一生更是一帆風順。
事業線(天喜紋),事業線從金星丘出發上升,在物質生活方面得自雙親，親戚及祖先遺留下來的財產，因此在物質生活方面他一定是對愁缺少，但是他的事業線務必要超過情感線才行。
事業線(天喜紋),事業線從月丘上升,擅於社交活動以及有良好之人際關係，而且因創造性和宗教性的德養，可以獲得成功，具這種手紋之人，大都有賢內助。
事業線(天喜紋),事業線從生命線出發上升,可獲生命力強而充滿了活力，由於努力奮鬥的結果，社會地位大大提高，即使沒有獲得大的成功，也一定有值得滿足的幸運來臨。
事業線(天喜紋),事業線與太陽線並行上升,此人手掌上如再加上長相良好的吉相智慧線相配合，是可以按自己的能力獲得財產和名聲，所以稱之為大吉之相。
事業線(天喜紋),事業線後弱其末端呈現細又尖，且上升至智慧線,表示其人因見解錯誤，而遭到厄運。
事業線(天喜紋),事業線在手掌下顯現清楚，上升中卻漸不清楚,表示其人年輕時事業順利，中年之後運勢漸轉壞。
事業線(天喜紋),線深直而無別的支線,一生單獨自立來支持其事業，全無他人幫助，負擔甚重。
事業線(天喜紋),事業線淺又細窄，不明顯,不太愛受命運束縳，如有一條優美之理智線，則證明此人以物質作基礎。
事業線(天喜紋),事業線淺又寬闊,畢生要辛苦勞碌，生活上難望安定，終其身未能成大事業。
事业线,从手掌底部往上升的纹路,也称为命运纹。
事业线,直抵中指根部,表示事业顺利，目标明确。
事业线,若断断续续有几条,表示工作不稳定，或经常变更工作环境。
事业线,升到智慧线（脑纹）停止,表示因自己智慧决定而停止工作。
事业线,升到岛纹停止,表示因感情问题而停止工作。
事业线,有两条,表示可以兼职或发展另一副业。
事业线,明显且完整,表示生活富裕，家世不错，能得到父母的协助，奠定良好基础，适合继承家业或开创事业。
事业线,断断续续,表示工作较有挫折，没有那么平顺，需要依靠后天培养。
事业线,杂乱,表示想法很多，什么都想去做，但容易花费心力，有散弹打鸟的情况。
事业线,太长到中指底部,表示工作运强，但较为忙碌奔波，晚年不得清闲。
事业线,从智慧线开始,表示大器晚成型，中年后才开始有好的事业运。
事业线,末端分叉,表示会分管多个工作或行业，官运亨通。
事业线,被杂纹切断,表示在事业上会碰到阻力，杂纹粗困难大，杂纹细困难小。
事业线,出发点分叉,表示开始时想法很多，会选择多个行业发展，最终会找到适合的方向。
事业线,断续,表示事业有波折，时好时坏，但最终会有所作为。
事业线,双条,表示工作能力强，对事业执着，有管理才能，常兼职，事业运不错。
事业线,偏斜,表示在工作上有独特的想法，能轻易获得成功。
事业线,清楚深长,表示事业顺利，对事业充满信心，财运很好。
事业线,笔挺,表示在事业上讲求信誉，依靠努力不断进步获得成就。
事业线,有多个副线,小线明朗深秀表示事业运气很好，小线曲折弯曲表示会遭遇挫折。
事业线,通到无名指下,表示事业上能如愿，实现理想，在本单位有高威信。
事业线,浅,表示在事业上不太专心，或不做具体的工作。
事业线,弯弯曲曲,表示事业多变化，事业多奔波，患得患失。
事业线,逐渐变清楚,表示年轻时事业不太出色，中年时事业逐步顺利并获得成就。
事业线,从生命线发出,表示在事业上有极强的战斗力，工作起来废寝忘食，最终会获得大的成功。
事业线,深直而长且无支线,表示事业上依靠自己的能力发展，白手起家，亲戚朋友帮不上忙。
